assignment_index,source_inscription_id,destination_address,drop_file,drop_metadata_source,drop_title,drop_ink_status,drop_radius,drop_noise_amp,drop_c_offset_0,drop_c_offset_1,drop_m_offset_0,drop_m_offset_1,drop_y_offset_0,drop_y_offset_1,drop_k_offset_0,drop_k_offset_1
61,4a9390488dc2f2b66d2ca0f233c1f44388d091fac486930912e21d1e7391cf28i2,bc1p4wue2z2gx03zfn66as282ylsxs5z2nfwn6xvdetdemzw3uxqxs7s9w6nn2,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,0,2.08,1.43e-05,0.000672,0.00181,-0.00415,-0.00332,0.00294,0.00674,20000,20000
62,beb5c94caba478af4993afc00043b95a3d7ccc0890699950595b3c18be276e41i8,bc1p3pcymcnj7n5hzd7zgn6txqltut63zwc7q92ytct2mp2pn9vr588s09lqhh,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,0,2.08,5.58e-07,0.00546,-0.00529,-0.0034,-0.00193,-0.00497,-0.000158,20000,20000
63,f8a8dd03664aa5ccb5cb47d5d34727f521eeec2dd23c5fc0f825b0dbabf42966i3,bc1pl85ak0sl8vrapv6pzjve8radjthfx6lkt0hcykdh0av9xmu6r2msncannc,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,0,2.24,5.9e-06,0.00331,0.000895,-0.00103,0.00333,-0.000854,0.000947,20000,20000
64,11e236a83e9a29799629fa34c2a34c4a8577bc4a2d3727761bcd596742d08964i7,bc1pk4n0a574cx3rugrmr5m33yyxlmgdfaaucwva8l6j0lr4nypjafcslxmgcg,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,0,2.28,7.2e-06,0.00285,0.00334,0.0324,-0.0447,0.00126,0.00325,20000,20000
65,9ff91c0ae6a578f3e74bd304f163e55a52c2347d7a3e97b2f3c3c1a22f58afa2i7,bc1pmzyy3g09lddjxx9vx8ed2yn7sgjap9uwqqaazuk68v5f9rg6wu5sh5ysr7,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,2,2.17,2.3e-06,0.00507,-0.000442,-0.00444,-0.00583,0.00112,-0.0035,20000,20000
66,21d7351a812beafaf6ca9da92c18f375d3af1c9f31c3712240da0a34d260a0efi3,bc1pftmpr0rh6nt0lpkzwet5ds7ajm62yzyt50e669v2nzyzcf8gtrjsdlq7fd,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,0,2.24,9.48e-05,0.00175,0.00123,0.00366,0.00462,-0.00124,-0.00264,20000,20000
67,270c23feb171781a5f927814c9f5b13a322519584d1f39ea6c7845ce2dd17533i1,bc1prsqk3zn77zzn0ns7daxwrxft9a8vmghk2ruxlwxtzfhmkwjnyv4qhqkdj7,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,0,1.87,1.4e-05,0.0031,-0.00486,0.00163,0.00225,0.0035,-0.00256,20000,20000
68,a4cc188b6227bc9bfe040ed1902c9cf8192c9ddc29d29113ca600e3b280bf608i5,bc1pp9ape78prng7l4pvnj42uy7gcrnkhaw6yslwal0easjw9kfllm6qj6l3yf,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,0,2.4,2.31e-05,-0.00146,0.00705,0.00457,0.00033,0.0023,-0.000955,20000,20000
69,07824ea577a544e7d5e0a83e8995dcb09ecd18fba1f5cc41fa323850762730c1i1,bc1pewc92p5kjztsfc40xfsqljvx0f3v434x3kf9sqgrzzf0dh6z4vxsw0rp8c,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,0,2.38,1.7e-05,0.0011,0.000348,-0.00562,-0.000375,-0.000412,0.000975,20000,20000
70,9ff91c0ae6a578f3e74bd304f163e55a52c2347d7a3e97b2f3c3c1a22f58afa2i3,bc1prsqk3zn77zzn0ns7daxwrxft9a8vmghk2ruxlwxtzfhmkwjnyv4qhqkdj7,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,0,1.99,6.75e-06,-0.00197,0.00338,-0.00381,0.00154,-0.000604,-0.000871,20000,20000
71,f39ef205f47c86f6101c91c798ad21362e4ef0152ed00707383e1b40e5e32effi6,bc1p4djjspuxad7ncxgytuee73rsfw7r22ad8lcl4f99zpqlg8v4z0ssdl8hua,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,0,2.45,1.11e-05,0.00165,0.00439,-0.00768,0.00263,-0.00104,0.0039,20000,20000
72,2287c5b9663d0574a814be5b27439bf7cb6c41799700d594a3125c8d03c405bei3,bc1plcdtecxjzevg6e6derscsktsru6rv9uyjmeezg8275srpn94ep7s37v4rz,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,0,2.06,1.48e-05,0.004,0.00303,-0.00546,0.00606,0.00459,0.000175,20000,20000
73,23ea89752e3de11dc33f6108a20cac449ca727678c793a2846aae22b8f014594i3,bc1pl2ak5e8yypkrl8895p8m8pnfw42watw7lqvw0lwcftgm5h5j630qfkk5xy,./inscribed.html,5f53dd709a8d2e350674d86679ff550763502a0ff8c2b567cefa4b52f736aa7fi0,Triumph of Bitcoin,4,2.02,3.44e-07,-0.00102,-0.000795,-0.00374,-0.00343,-0.00213,0.00647,20000,20000
74,d7ba51662ded4c4a097eadb3c8871fa28b6c3904675708c4a3b3fa5d83af3f36i1,bc1pjfzhdzkur07tll60hw6qgge9hppnls7t9nnmxmv00azujd4vy9hqykelwl,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.03,5.74e-06,0.00286,-0.00109,-0.00207,-0.00022,-0.000708,0.00333,20000,20000
75,e3c985f073fceb7e3ccb04bb5c94653f15b627752cfe3603f6906d98cfa74037i6,bc1pd6elm5dqgvnkeyqt58jue5jv2k7ey6rtr6nxn99g0ugtxkdx6rpq0jqkmf,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.19,4.26e-06,-0.00207,0.00229,0.000629,-0.000555,-0.000338,-0.000564,20000,20000
76,9ff91c0ae6a578f3e74bd304f163e55a52c2347d7a3e97b2f3c3c1a22f58afa2i5,bc1pd79pp3580fgfta4t6mev8rhq5p0k8lrhk3uvrc7nlswn4ya7wpcqeua9sy,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.44,2.05e-05,-0.00352,-0.00436,-0.0083,-0.00237,0.00454,-0.000173,20000,20000
77,7c6243f94b8b331e8e31de14905412ce42e7665ee3a28b6a4436535ffede9306i0,bc1pl85ak0sl8vrapv6pzjve8radjthfx6lkt0hcykdh0av9xmu6r2msncannc,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.19,1.47e-05,-0.000782,-0.00308,0.00101,0.00664,0.00109,-0.00131,20000,20000
78,11e236a83e9a29799629fa34c2a34c4a8577bc4a2d3727761bcd596742d08964i3,bc1p44ka9smp276xevqj6h3gmc89euykwzqzrzf88ry6cc8a7cvs0weqag9t59,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.2,8.36e-07,-0.00284,0.0028,-0.00145,0.00748,-0.0048,0.00168,20000,20000
79,25be91d610d3ca612eafe2d2b7cb811ae16cc3bc8454c76bd8b6d15bb51cb38ci1,bc1p44ka9smp276xevqj6h3gmc89euykwzqzrzf88ry6cc8a7cvs0weqag9t59,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,6,2.45,1.44e-06,-0.00897,0.00144,0.00665,0.00333,0.00388,0.000622,20000,20000
80,31ed1052e13aa78caf7965cd86e4ba10707ae070113059d97405171b92c7830ai5,bc1pfrvtm4h90urk37y6xymr6rnr26d0yppxfld6hztyqj9c5klc7wyq68w2a4,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,1.97,2.1e-05,0.00155,-0.000478,-0.00319,-0.00142,0.000454,-0.00393,20000,20000
81,bc613ed3586d3ac3a7821191e4ea916357a6fabb04dcf6a783b9bf675f57aadai1,bc1plx7mqev8fyvz7kavtca48w3yqzvq3yez26s4myfv6ckgkhdvwqzq4wwpdk,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,1.86,1.61e-05,-0.000684,0.000798,0.00492,-0.00289,-0.00679,-0.00381,20000,20000
82,23ea89752e3de11dc33f6108a20cac449ca727678c793a2846aae22b8f014594i5,bc1pvdemkgh3wvjlmah78prly7lma0t23sw3sc34gar3rrrm7sc8repqv9yyr6,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.3,2.07e-05,-0.0017,0.00331,0.00464,0.0036,0.00204,-0.000509,20000,20000
83,9ff91c0ae6a578f3e74bd304f163e55a52c2347d7a3e97b2f3c3c1a22f58afa2i2,bc1p44ka9smp276xevqj6h3gmc89euykwzqzrzf88ry6cc8a7cvs0weqag9t59,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.09,1.67e-05,-0.00158,0.000787,-0.000324,0.000922,0.00212,0.00306,20000,20000
84,07824ea577a544e7d5e0a83e8995dcb09ecd18fba1f5cc41fa323850762730c1i0,bc1pkhqckmxdh3mz7yld9p34w5vvzadn9y0rfa7hhqhwdpv9248hnk3se7gj32,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.29,2.84e-06,0.00605,0.000118,0.00182,-0.00253,0.00218,-0.00129,20000,20000
85,e2d2718283724ecbfcac774d7cc4eb4b17b0c2319a21cc5f549d0b7a5c7b2f21i7,bc1plx7mqev8fyvz7kavtca48w3yqzvq3yez26s4myfv6ckgkhdvwqzq4wwpdk,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.3,1.3e-05,0.00149,0.00021,0.00536,0.00181,-0.00179,-0.00408,20000,20000
86,6592afd703ff8fc1e3cb50a98bfac2b05b057d6aed2e1e1cb51e7466f1e0603ci6,bc1pl2ak5e8yypkrl8895p8m8pnfw42watw7lqvw0lwcftgm5h5j630qfkk5xy,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.34,1.26e-06,-0.00416,0.0003,-0.00211,0.00282,0.00217,0.00611,20000,20000
87,a4cc188b6227bc9bfe040ed1902c9cf8192c9ddc29d29113ca600e3b280bf608i7,bc1pl7wf98kc437cge0acar5ykqfsq3r5r5uva50uuatru22azyd9xmsufxze4,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.2,4.66e-06,0.00473,0.000135,0.00145,0.00239,-0.00144,0.00262,20000,20000
88,756a29f961060c29e2b6b1f7bc2f1e96586f41a81d122acbe7f9ac48c7b6645di6,bc1pnrmu8tnyf7gglqqfuqdft7yu27nza2hj6y0fa5t3697mqu7wur6sedjxhs,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.27,2.07e-07,-0.00623,0.00107,0.0109,-0.00327,-0.00161,0.0036,20000,20000
89,3de684d7eb2850100c20d0ca8c67a6b0106f996fe780b311b72ee0392f13c3a2i7,bc1pu9ux2ct3hkm82thft9nujs8hyphh2gcym4cxfwxjxkuhvu62gnmq22klku,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.26,4.56e-06,0.000402,-0.0005,-0.00169,-9.90E-05,-0.00176,-0.00141,20000,20000
90,9ff91c0ae6a578f3e74bd304f163e55a52c2347d7a3e97b2f3c3c1a22f58afa2i6,bc1patr7sp077efhhns87lm394fspv6c488exjcp6uy6lch7kaheusaq6svksx,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.34,1.83e-06,-0.00159,0.00394,0.00137,0.00196,0.000113,-0.00413,20000,20000
91,f39ef205f47c86f6101c91c798ad21362e4ef0152ed00707383e1b40e5e32effi1,bc1p7rje652hsx2qm5epe63hej7t0vgxl7k08z34mt826fk62e88w3fqdedmlt,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.18,4.74e-07,-0.00139,0.00332,-0.000719,0.00183,-0.000333,0.00359,20000,20000
92,f39ef205f47c86f6101c91c798ad21362e4ef0152ed00707383e1b40e5e32effi5,bc1pu3uct2yz0xgs0nm7uudhycfdjhkffv3092avmnfw35mq4ja240yspdq5q0,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.33,7.13e-06,0.000132,0.00203,-0.000448,0.0075,0.0055,0.00158,20000,20000
93,f8a8dd03664aa5ccb5cb47d5d34727f521eeec2dd23c5fc0f825b0dbabf42966i6,bc1pa3cna7cwrr9ng0l72r2jwrtdmuag0v2eztau0anh7e0rjq74eanqnclr2r,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.05,1.34e-06,-0.00296,-0.00112,-0.00255,-0.00442,-0.000523,-0.00327,20000,20000
94,beb5c94caba478af4993afc00043b95a3d7ccc0890699950595b3c18be276e41i0,bc1p90dp8feewf7g5ydet5a8393ur6umg7xfzlvvkmt884fjn7sh94cqfl0a2c,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.22,1.45e-05,0.00068,-0.000196,-0.00235,-0.00155,0.0033,-0.000106,20000,20000
95,3de684d7eb2850100c20d0ca8c67a6b0106f996fe780b311b72ee0392f13c3a2i2,bc1pnrmu8tnyf7gglqqfuqdft7yu27nza2hj6y0fa5t3697mqu7wur6sedjxhs,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.22,4.88e-07,0.000435,0.00124,-0.00115,-0.000998,-0.00825,0.000588,20000,20000
96,f9c9d9c99d12ad183690f1d0ad18c811ff4e1d7b028449bcf0fa5f8f16ac4d67i4,bc1pdfun22zfw57d6pfezvk9wvcu7ugnaqx2jugqn4na4eku5cjzrnhs8nxqyl,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.06,1.66e-05,-0.00285,0.00147,0.00515,-0.003,-0.000611,5.64e-05,20000,20000
97,91ad667c728609d5a0d704e3b3d25f8466533f50fcb246e6553db567ddaaf2d7i2,bc1pwngd8xjsk75dragy27g9pnwu6rm5ahtp735fk6vfhagytkxf96nqzz5um0,./inscribed.html,a4fca8cd68283460126b88cce9a4d7462917eae4e6c1a5f91300fb9280eae7dbi0,Triumph of Bitcoin,0,2.32,2.74e-06,0.00277,0.0066,-0.0477,0.111,-0.000952,-0.000905,20000,20000
98,b912d23b99b5a9bc7021599327376e94520e0ff3b1a598cf69f86e5a845a173ai3,bc1pqw632rv082szfd763h0p5crucu5avv7g2atpgqyjkejapu90kxtqqvqsx3,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.04,2.7e-06,-0.000258,-0.000723,0.00148,-0.00569,-0.000947,-0.0046,20000,20000
99,f9c9d9c99d12ad183690f1d0ad18c811ff4e1d7b028449bcf0fa5f8f16ac4d67i6,bc1p3xmcrupvhuthzzk2leuqza040jgekndvtdq3pykszqcg4ahr9q5qvx6c5s,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.23,1.11e-05,0.00551,-0.000535,0.00197,-0.00155,0.000159,0.00127,20000,20000
100,da47dec3809476874fa1887bbaa9d1a719a9aa70ddc238f233ed6d0e761eff69i6,bc1pzvvl60kjpev9d4j25x5y27w4daedydn8xeck35cp8250yv9xjdmqylxpmn,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.21,2.47e-06,-0.00255,0.0012,0.0039,-0.0016,0.000462,-0.00187,20000,20000
101,d7ba51662ded4c4a097eadb3c8871fa28b6c3904675708c4a3b3fa5d83af3f36i5,bc1pjvu7q39nqcp9aas960vjcqxelqfaw5e8clv4qfxvu5hrlexkv5rqsavxhx,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.11,8.56e-06,0.0029,-0.00209,-0.00866,0.0018,0.000361,-0.00194,20000,20000
102,11e236a83e9a29799629fa34c2a34c4a8577bc4a2d3727761bcd596742d08964i4,bc1pvdynw869nkx0uzpzd8jzd0z94nnjwaqcfqkp79vuuc5ek5et6cqqgqswuv,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.21,1.58e-06,-0.000807,0.00147,0.00203,0.00303,0.00193,0.000591,20000,20000
103,3de684d7eb2850100c20d0ca8c67a6b0106f996fe780b311b72ee0392f13c3a2i6,bc1pw9fpy7zg6j07e6ls0ne8l3637xa624n5wg48ztzfcfafx647y7uq3nxffz,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.09,5.2e-06,-0.000487,-0.00317,-0.0034,-0.00627,-0.00228,-0.00179,20000,20000
104,e3c985f073fceb7e3ccb04bb5c94653f15b627752cfe3603f6906d98cfa74037i1,bc1ptd54xkwukuqrkg7gxwuphvrvhpc5n05lzssksst9zu9728mgm3jqlvjzee,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.25,1.83e-05,0.0034,0.00332,-0.00181,-0.00148,0.00022,0.00219,20000,20000
105,6378411f6a331a1255b981366e60a670d2087810339addd6a4eda6ecf7cf6929i3,12VuUfQHTGqWDvBzm8TBad1mZBm4hjGEzN,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.5,1.69e-05,-0.00166,-0.00176,-0.000725,-0.00662,-0.00106,-0.00312,20000,20000
106,cfee628a98a4391a9bc0a870c4a25c0b094bd716e1143e806074022968f1ce46i0,bc1pjpvqchjt2uvew985yanxhg32fuanjs2g4p4vhqvew9sjnuanywxse0ndvg,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.33,6.07e-06,-0.00467,0.00246,0.00575,0.00377,-0.00226,-0.00114,20000,20000
107,de138102756697f532fa87a4a4a5acd0b156f9983d2814d8bbb6038057e24a3ei1,bc1p9umk6wgj8cgjpqvzgdlgk8sk7h53vfdc53eay0eqtv93qfeuf38qz6n5ma,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.3,1.26e-05,-0.00152,0.000605,0.00452,-0.00787,-0.00197,0.0027,20000,20000
108,b912d23b99b5a9bc7021599327376e94520e0ff3b1a598cf69f86e5a845a173ai4,bc1pqlnkyagn94tzg8jf00dct97ws4nzw7g7p7mkn666u0prltwdy82q5vtv4c,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.22,5.23e-06,0.0015,0.00146,0.000487,-0.000364,-0.00248,0.00223,20000,20000
109,a4cc188b6227bc9bfe040ed1902c9cf8192c9ddc29d29113ca600e3b280bf608i3,bc1pt96m759lpr73dezh7lwv6speuq9d6lmvcelacq6yqld3vjeuvhqsu8a4zu,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.15,1.11e-05,-0.00199,-0.00102,-0.000933,-0.00346,-0.00216,0.00147,20000,20000
110,31ed1052e13aa78caf7965cd86e4ba10707ae070113059d97405171b92c7830ai7,bc1pc3sanyz689aeg7xhtd3lex05wffpvd75ak00agejfvq3908ht5dqkrmdzj,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.2,3.94e-06,0.00474,-0.00036,-0.00319,-0.00135,0.00029,-0.00118,20000,20000
111,e2d2718283724ecbfcac774d7cc4eb4b17b0c2319a21cc5f549d0b7a5c7b2f21i2,bc1p44ka9smp276xevqj6h3gmc89euykwzqzrzf88ry6cc8a7cvs0weqag9t59,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.09,1.21e-05,-0.00144,0.00279,0.000251,0.0013,0.00365,0.00284,20000,20000
112,07d3229fb454ff55117c675d6a0571f2e61ec2ff1deebc769e5b19aebdf0377ei5,bc1p7mx2l7e9pclkxvuda2jaxl7qhtwtxqephuggeqxq84fvhwcjv38qp9707v,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.31,6.1e-06,-0.00155,-0.00258,0.000325,-0.00127,-0.000516,0.00154,20000,20000
113,6378411f6a331a1255b981366e60a670d2087810339addd6a4eda6ecf7cf6929i0,bc1q4q3l5uyqc645q0tdgjggaxhqyzzm55gdh4nt3u,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.43,1.01e-05,0.000226,-0.00202,0.00129,-0.00402,0.000919,-0.00303,20000,20000
114,07d3229fb454ff55117c675d6a0571f2e61ec2ff1deebc769e5b19aebdf0377ei1,bc1qmkljkm707y6kxj0jmvauz9r37az5q3xs9gv4pd,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,1.94,4.72e-07,-0.00111,-0.00312,0.00218,-0.00316,-0.00104,0.00481,20000,20000
115,b912d23b99b5a9bc7021599327376e94520e0ff3b1a598cf69f86e5a845a173ai5,bc1prsqk3zn77zzn0ns7daxwrxft9a8vmghk2ruxlwxtzfhmkwjnyv4qhqkdj7,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.18,1.79e-05,0.00315,-0.000801,-0.00219,-0.00527,0.00211,0.00383,20000,20000
116,07affe376fe82412150f85d900452659228ffd3aff15dcc48b0f02b44038c28bi0,bc1pj8mtj0gjdfwfm8mgph0s5vdx5pge6yj05tfgm8kqm0xa0pcy98mq9ktjvm,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.26,4.23e-06,-0.000197,0.00388,-0.00371,0.00134,0.00257,0.00121,20000,20000
117,708a8b03c48b0744a3a2e6adfe4dbfb6180bcc775e8279877b374db53403d0d5i7,bc1pau7h4m5h6gsctvglul5qf4dlmtadfa70kcrt0clr3xgkcawt930spnp2na,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.41,5.27e-06,0.0012,-0.00188,-0.00572,-0.000404,-0.00153,0.00324,20000,20000
118,6378411f6a331a1255b981366e60a670d2087810339addd6a4eda6ecf7cf6929i7,bc1pxah5a27p8f9n9tu485g2ytdheu4p7rqmdqf5rfazdw74lje9637qw4pkn6,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.33,2.78e-06,-0.00678,-0.00338,0.00184,-0.00233,0.00353,0.00564,20000,20000
119,e2d2718283724ecbfcac774d7cc4eb4b17b0c2319a21cc5f549d0b7a5c7b2f21i5,bc1pp9ape78prng7l4pvnj42uy7gcrnkhaw6yslwal0easjw9kfllm6qj6l3yf,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,5,2.21,6.35e-06,0.00027,0.00542,8.36e-05,0.00138,0.00337,0.0071,20000,20000
120,1136309511b01a5ed3d6f5e51b3a21834a9729e2be8d2d2c4da645d8f73c6402i7,bc1p27mh9yxw4635fsun45nzwtcupq6wefucgnmep7f0h0tnaxhxzaeqcmzrzm,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.1,2.91e-05,0.00125,0.00388,0.000652,-0.00197,-0.00378,-0.00274,20000,20000
121,da47dec3809476874fa1887bbaa9d1a719a9aa70ddc238f233ed6d0e761eff69i7,bc1pqtka4d37ak3xacrm3lztcp0zj9pan20jg5keruljj5vwznrh0pkse4gjll,./inscribed.html,cf3ae616cfa57b2304a43445a0025e16d1c36943ed15cb1af5898185cf0d88efi0,Triumph of Bitcoin,0,2.24,3.45e-06,-0.00446,-4.58E-05,0.00419,-0.00244,-0.000637,-0.00403,20000,20000
122,e2d2718283724ecbfcac774d7cc4eb4b17b0c2319a21cc5f549d0b7a5c7b2f21i6,bc1p04lws0f3c3t9eutkgu7p49rljf4dnd45mnu0was8vyprzgp7rjuqlk0r0k,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.11,8.27e-06,0.00208,-0.00164,0.00209,0.00509,0.00176,0.00363,20000,20000
123,270c23feb171781a5f927814c9f5b13a322519584d1f39ea6c7845ce2dd17533i3,bc1p5mccpy6h77zkx5h7lfx5e5xumjm5cq6djcvdhtkgll0z7yrtfals6u4s4t,./inscribed.html,11e0ab1f653675211944593bb87d1b875050c2f328ab175595d2e7189da9b2f8i0,Triumph of Bitcoin,0,2.34,5.23e-07,0.000263,0.000659,-0.00307,-0.000828,0.00134,0.00658,20000,20000
